,magic_pearson_score,magic_spearman_score,magic_slope_0_to_0.75,magic_slope_0.75_to_1,direction,log2fc
CSTB,0.41082885697813143,0.35686716315263417,0.0270676927291635,-0.0852833624383021,up,1.6556924035032659
WNK2,0.5962526862743508,0.578786193148567,0.020994950828560486,0.06647477859270054,up,1.6627646576137054
TPST2,0.6626350443965352,0.6471685066640396,0.01889913527779807,0.06067865763101342,up,1.682868943753821
GUCY1A2,0.39183257096150115,0.3770967864712021,0.03504918530049237,0.11276340215181621,up,1.685846095744079
COL12A1,0.5860576184076564,0.5758836901456366,0.039532115819305144,0.12850843383934704,up,1.7007659671207773
ABRACL,0.5805077019342882,0.5900273688186463,0.0223858380953326,0.07296204238135891,up,1.7045597827457653
BHLHE40,0.36678502833166293,0.3672328630282913,0.017592376540163917,0.05735508370617618,up,1.7049709776463053
CPNE3,0.4507020729454194,0.4383077892363792,0.018987241106657927,0.06317152341937007,up,1.7342440705593738
AKAP12,0.3291937878928252,0.32905394587507,0.025545333069349155,0.08563485891468195,up,1.7451384399411007
ADAMTS6,0.3864458726394287,0.349330008128355,0.047389344854007885,0.1602864914330571,up,1.7580182223666478
C5orf46,0.485823856367038,0.48066493655448006,0.01642460821655832,0.056240891839437146,up,1.775760514400132
FGD4,0.3519691732749182,0.3727780788792741,0.023429315803013682,0.08029439085778163,up,1.776984384243491
FGFR1,0.262033846426736,0.30216923659340117,0.024711330197599413,0.08498808620082914,up,1.7820879433061312
RPS11,0.34843871737340265,0.31533224538479676,0.01523691742654575,0.05294018457138248,up,1.7967921632639352
FRAS1,0.4416963922630123,0.43190861994071894,0.04090960670271841,0.14246235705124274,up,1.8000691924981886
RPL3,0.5023085767016253,0.4685413336174951,0.024279734230917553,0.08497421481019643,up,1.807272496094759
PPP1CB,0.5375308299079364,0.5739029063274549,0.06487603869905538,0.22826545095456408,up,1.8149548803676763
SLC35F5,0.43661289614969184,0.4311185799472674,0.025266480507809313,0.08898604411170344,up,1.8163543744021613
AHNAK,0.6720537611576534,0.6604456828938877,0.031063542066216435,0.11002923449547282,up,1.8245926455385968
HACD2,0.5385846992157227,0.5519017553098179,0.021954934591169286,0.07823279527052891,up,1.8332282772688107
SOX4,0.5956846539084953,0.5986623893061113,0.047580933318659806,0.17124187629421944,up,1.847580072136168
RB1CC1,0.4624269987484492,0.45775468008199255,0.02766889842147401,0.09985777168820423,up,1.8516095062480822
ITGA4,0.7148263341648693,0.730447507013464,0.03326519522059603,0.12016308130486003,up,1.85290830754536
UBQLN1,0.32703645163849343,0.32383370752675356,0.014452108934247764,0.05248915821445792,up,1.8607394263837558
ILK,0.3875122410304909,0.3981269774581298,0.022314310411782765,0.08146390496450107,up,1.8681917483612167
FLNA,0.6472952479947106,0.6606320332911085,0.03955255631742533,0.14472802194255407,up,1.8715014350605603
PWWP3A,0.5739806726702462,0.5730998474207843,0.016638687824078995,0.060962021540063076,up,1.8733690815395425
KCNQ5,0.36261425271568265,0.3782339862620327,0.037588036889074736,0.13787637126670355,up,1.875029759584942
SSNA1,0.6405326427671988,0.6303953489064473,0.022058398375476802,0.08096475815792464,up,1.8759660342148685
ITPR3,0.4773559551052388,0.4998531543731451,0.021178893799948795,0.0786075872657598,up,1.89204133172164
CAPN2,0.5086215222887471,0.4827988046905387,0.017108209669938857,0.0636222966297024,up,1.894843657634946
PLXND1,0.42025067448288767,0.41694972537246483,0.0193227379860257,0.0719140818129503,up,1.8959747636790287
PTPN13,0.3241901427354441,0.32354592495957096,0.01585458906352986,0.059022746521228416,up,1.8963705710572543
SERINC1,0.32710178829613007,0.30937470989634297,0.020919078040607577,0.07839288777647246,up,1.9059035016608692
MRPL54,0.3769544052178013,0.33127531081994366,0.01837767299188106,-0.0689793822674918,up,1.9082111070467125
VKORC1,0.3942208691248903,0.36159648499318314,0.013622840464145535,0.05121605880726347,up,1.9105686911036397
SERAC1,0.4483304178122345,0.4873676302517949,0.018425407722062536,0.06934327455806485,up,1.912059421725008
CD58,0.4655558363086933,0.46705534303739804,0.020332379217247596,0.07796000852046095,up,1.9389552045556107
CPED1,0.38602868779850064,0.3843584212536843,0.01993192786308759,0.07669211483785994,up,1.9439969956957133
FRA10AC1,0.4350104972476658,0.4456144517961344,0.019873677337473174,0.07649108211949696,up,1.9444327106390038
ITGA6,0.4706080175733013,0.4685545595576752,0.03161395215242333,0.12168186026840326,up,1.9444808070725528
ATG10,0.37859294689584994,0.37265878223966137,0.016577128024185726,0.06385356330231223,up,1.945573048158949
ST6GAL1,0.5215682596207976,0.5112789956318947,0.020266015515082326,0.07830953300928066,up,1.950125475076288
CHN1,0.5236468522196609,0.5264823850789841,0.029861298415407245,0.11555964036450725,up,1.9522888166226733
UTP25,0.5078709222311001,0.5072103002308457,0.016943297669801818,0.06595767724003267,up,1.9608259004687456
RPS9,0.4534360677149456,0.41435022393568405,0.015578726898995678,0.060654417582999484,up,1.9610353830597582
SPHK1,0.42834455994482046,0.4233294779820676,0.01658821182170101,0.0646296539238205,up,1.9620378915125827
SMYD3,0.45472766257739455,0.47360862837882367,0.032497700755250415,0.1266313755808292,up,1.9622253522797244
VWA8,0.405879040303602,0.44910708939745175,0.025025108198234593,0.09784979766639226,up,1.967192560960965
TPCN1,0.7548684111320867,0.7396624444664301,0.03870870964855682,0.15346280788991598,up,1.9871589356348143
ITGB8,0.5011527806448562,0.4768608896217507,0.017015708197982985,0.06754532069752957,up,1.9889886302928967
ECI2,0.5395291066431362,0.5325766892503905,0.016499784958482942,0.0658019552825094,up,1.995683231820355
