,magic_pearson_score,magic_spearman_score,magic_slope_0_to_0.75,magic_slope_0.75_to_1,direction,log2fc
PELI2,-0.6234603155859904,-0.6185353772839252,0.010421000592775006,-0.18581035675976537,down,4.156265204811311
EDEM1,-0.4081714894687114,-0.42745124682089786,0.009046700684583011,-0.1631965939697217,down,4.173075397478543
DLG1,-0.36384029794412887,-0.38402940406914515,0.010384977984376808,-0.19348970540392643,down,4.219686747140053
CSNK1E,-0.3046591388704268,-0.3539718124031346,0.00988997699558912,-0.18553559790014243,down,4.229585041506417
CGGBP1,-0.38487480153040643,-0.38897349627462574,0.008774228117714484,-0.16554444331054088,down,4.237802560698476
CHD7,-0.41368335491341285,-0.4250086833283698,0.006759787256289179,-0.12788771299070542,down,4.241756008710404
MZT2B,-0.30779448900685064,-0.339075603635281,0.007834899974680643,-0.14859021251312507,down,4.2452804234666
UBE2B,-0.38359155147060786,-0.40014074824086415,0.005433218153790963,-0.10528251709536991,down,4.276315101283696
FANCL,-0.3995892112976125,-0.400152812233235,-0.005738636795526162,-0.11146555469234101,down,4.279746076717611
ARL15,-0.35309917922061057,-0.35204730038549775,0.005968577872600035,-0.1173059888989706,down,4.296745637015671
TEX10,-0.4743181854323535,-0.47502408878368785,0.006501248063943027,-0.12924214430447487,down,4.31321607878888
AC067956.1,-0.4520048702900331,-0.46000490166033015,0.005635008532121143,-0.1130844780594991,down,4.3268393139929024
MBTD1,-0.3784517624878758,-0.3681474032090053,0.005436678121717395,-0.11211095170805163,down,4.366057990424297
PDK1,-0.5542489836035128,-0.5708463409818582,-0.007768322161977185,-0.16063530458782185,down,4.3700421620825045
STAG1,-0.45122539431127384,-0.421864850560386,-0.007689851106950268,-0.1590975197432136,down,4.370811870077928
CBX6,-0.5466146005020531,-0.5409319651466917,-0.006092347701864085,-0.12647248321100804,down,4.375681438204155
PGM5,-0.6197727095035875,-0.6344634020784943,-0.016561451239533377,-0.3483042734398519,down,4.394447170518142
FAM221A,-0.3374815700291471,-0.32942114145833057,0.004884337759554544,-0.1027850011757365,down,4.395322977091348
CNKSR2,-0.3680795785188169,-0.3815203256165488,-0.0059095689352764635,-0.12478954649236913,down,4.40030037678057
CLNS1A,-0.43089577861239287,-0.4540961890270335,-0.007278083889406389,-0.15373170938881384,down,4.40071228200154
AC092142.1,-0.5749819999871336,-0.6052493796891479,-0.01235598377230875,-0.2623375482156617,down,4.408142528023058
PIK3C3,-0.41375544078410587,-0.408803366203299,0.007482424807137405,-0.15977427194632055,down,4.416385427375537
TAF3,-0.5615547507529963,-0.5462190663769632,-0.005013130953685628,-0.107156638700586,down,4.417865501297415
TBC1D12,-0.32217075215801183,-0.3313897159854606,0.0061717999718633385,-0.13255873683027264,down,4.424796644983671
BMP6,-0.3790259974370017,-0.38301351809011247,-0.006488737608859426,-0.13974390554359725,down,4.428703728370503
MTMR10,-0.6007398914471611,-0.5829326944726948,0.015976022512752226,-0.3443997202093802,down,4.4301037946936175
FAM124A,-0.6058859177814918,-0.6329782366535802,-0.0067471574592320085,-0.14638146733925367,down,4.439309271627861
PRRG1,-0.31979098227820046,-0.3557753649535289,-0.0051677803940598675,-0.11244913437412085,down,4.443583981465572
AKAP6,-0.35024989485875796,-0.3478419898777225,-0.00601805825934396,-0.13236665946466442,down,4.459097898304438
PPME1,-0.6503654195983052,-0.6481736778401194,-0.0116487721951206,-0.25729240934347025,down,4.465159090281569
ATF3,-0.5717032571971471,-0.5759500169934397,-0.006430055521448622,-0.14245541769794504,down,4.469535484559598
CCDC148,-0.6689585315063787,-0.6607854342124766,-0.013319393495557205,-0.29695055345165094,down,4.478622426236659
SCAPER,-0.5694436221698124,-0.565116028251809,-0.007449791341413819,-0.1680694396943138,down,4.495713592698184
ARAP2,-0.4517711977750686,-0.4368861772147049,0.009135988126028297,-0.20672567746168172,down,4.500013011632126
MAMDC2,-0.6282300821445599,-0.6143562841597071,0.026354059465636584,-0.5980133802085685,down,4.504080653650799
MALT1,-0.35239395345742286,-0.40599053142636,0.007084050051635362,-0.1632217403729046,down,4.526115014777892
FAM49A,-0.6743229483936328,-0.678974574125272,-0.006054961110959843,-0.14067586524735673,down,4.538113332713328
AC008056.1,-0.5958054631543778,-0.5925167612495064,-0.005339399785159027,-0.12440313558685505,down,4.54220146470816
EXOC6B,-0.32195025801248434,-0.33421770501733433,0.012591734104581372,-0.29373048823124936,down,4.543944133814946
NETO2,-0.6726570911919296,-0.6707993347518271,-0.0073258260382549015,-0.17111345782606807,down,4.5458179772544085
AC019211.1,-0.5568648505430217,-0.5547442827396821,0.009466090223882583,-0.2214384656594423,down,4.547993368644561
PKP4,-0.5006220598692748,-0.5057913085948552,0.016541884728181484,-0.39205505839130766,down,4.566860749022741
MMP24,-0.28301308159238336,-0.3335531819738375,0.004657549260004139,-0.11084585249681637,down,4.57283995214225
PEA15,-0.40989972129039126,-0.39549186304339123,-0.004384452261886879,-0.10516847971918288,down,4.584161944001691
PEX14,-0.4698135751339288,-0.46668126414522104,-0.004435594948138987,-0.10736962641160609,down,4.597314492798054
MIR222HG,-0.3797008788809691,-0.385412087097914,-0.004236472000848899,-0.10337671789100274,down,4.6089041595325435
EXOC6,-0.3909946884426135,-0.41087695880621844,-0.005485767624085864,-0.13406055360031652,down,4.611047475089227
CPS1,-0.45324464079058135,-0.46661515576909474,0.005259701000634511,-0.13121321811284645,down,4.640788462127058
RTN3,-0.3631300237343582,-0.37198628452570204,0.0040436551117011875,-0.10148101002189681,down,4.649406019979551
CYFIP2,-0.2995318569568522,-0.3155272734129236,-0.005388298390947887,-0.1354512413617791,down,4.6518000591764554
PRICKLE1,-0.3415047591797393,-0.36363477958126883,-0.006809492037544286,-0.17158896145203284,down,4.655265752455422
RELN,-0.4945618695056814,-0.4921088307484557,0.004816836199938297,-0.1224185984511056,down,4.667593081114001
BICC1,-0.7085363858754937,-0.7060676281127911,-0.024801363579996644,-0.6362815016985893,down,4.681173832092378
NPEPPS,-0.3730916444543848,-0.3924477428988884,-0.004686618348117548,-0.12063131219114046,down,4.685913310417906
MOB4,-0.35385172085975886,-0.3627572189936775,0.0040705590211716795,-0.10597955913591502,down,4.702415283404861
